iter	Passed	Remaining
272	2685	1741
273	2692	1729
274	2701	1718
275	2706	1706
276	2712	1694
277	2718	1682
278	2724	1669
279	2730	1657
280	2734	1644
281	2740	1632
282	2746	1620
283	2753	1609
284	2760	1598
285	2766	1586
286	2773	1575
287	2778	1563
288	2784	1551
289	2789	1538
290	2795	1527
291	2801	1516
292	2808	1504
293	2813	1492
294	2819	1481
295	2825	1469
296	2830	1458
297	2835	1446
298	2842	1435
299	2850	1425
300	2856	1413
301	2861	1402
302	2866	1390
303	2871	1379
304	2877	1368
305	2884	1357
306	2890	1346
307	2897	1335
308	2903	1324
309	2909	1313
310	2915	1303
311	2921	1292
312	2926	1281
313	2931	1269
314	2936	1258
315	2941	1247
316	2952	1238
317	2958	1227
318	2963	1217
319	2969	1206
320	2975	1195
321	2980	1184
322	2986	1174
323	2991	1163
324	2997	1152
325	3004	1142
326	3011	1132
327	3016	1122
328	3022	1111
329	3027	1100
330	3033	1090
331	3038	1080
332	3045	1069
333	3050	1059
334	3056	1049
335	3061	1038
336	3067	1028
337	3073	1018
338	3078	1007
339	3082	997
340	3088	987
341	3094	977
342	3099	967
343	3105	956
344	3112	947
345	3116	936
346	3122	926
347	3133	918
348	3138	908
349	3144	898
350	3149	888
351	3160	879
352	3175	872
353	3180	862
354	3186	852
355	3191	842
356	3199	833
357	3204	823
358	3212	814
359	3219	804
360	3225	795
361	3230	785
362	3235	775
363	3241	765
364	3248	756
365	3271	750
366	3278	741
367	3284	731
368	3289	722
369	3295	712
370	3300	702
371	3305	693
372	3312	683
373	3318	674
374	3324	664
375	3332	655
376	3340	646
377	3346	637
378	3352	627
379	3357	618
380	3362	608
381	3367	599
382	3374	590
383	3380	580
384	3386	571
385	3398	563
386	3403	554
387	3409	544
388	3415	535
389	3421	526
390	3429	517
391	3435	508
392	3442	499
393	3448	490
394	3453	480
395	3459	471
396	3476	464
397	3483	455
398	3489	446
399	3497	437
400	3502	428
401	3507	418
402	3511	409
403	3516	400
404	3525	391
405	3531	382
406	3536	373
407	3544	364
408	3548	355
409	3552	346
410	3555	337
411	3569	329
412	3573	320
413	3578	311
414	3591	302
415	3598	294
416	3602	285
417	3606	276
418	3631	268
419	3666	261
420	3813	262
421	3825	253
422	3854	246
423	3875	237
424	3894	229
425	3917	220
426	3930	211
427	3938	202
428	3956	193
429	3965	184
430	3995	176
431	4014	167
432	4024	158
433	4043	149
434	4051	139
435	4076	130
436	4084	121
437	4092	112
438	4105	102
439	4132	93
440	4159	84
441	4176	75
442	4203	66
443	4212	56
444	4228	47
445	4256	38
446	4284	28
447	4303	19
448	4311	9
449	4331	0
