iter	Logloss
143	0.6850284521
144	0.6850006091
145	0.684983579
146	0.6849653177
147	0.6849374679
148	0.6849144402
149	0.6848959254
150	0.6848748256
151	0.6848619701
152	0.6848494673
153	0.6848356072
154	0.6848222823
155	0.6847967693
156	0.6847614566
157	0.6847429105
158	0.6847291044
159	0.6847120017
160	0.6846958593
161	0.6846691256
162	0.6846468656
163	0.6846241652
164	0.6846063114
165	0.6845722149
166	0.6845544695
167	0.6845224259
168	0.6845090122
169	0.6844773938
170	0.6844555642
171	0.6844268885
172	0.6844156186
173	0.6843805902
174	0.6843533993
175	0.6843247976
176	0.68429247
177	0.6842711194
178	0.6842495607
179	0.6842228904
180	0.6841929652
181	0.6841736502
182	0.6841366974
183	0.6841114148
184	0.6840889063
185	0.6840837482
186	0.6840595522
187	0.6840415237
188	0.6840217623
189	0.6839912355
190	0.6839609914
191	0.6839337724
192	0.6839248645
193	0.6839015743
194	0.6838856875
195	0.6838719157
196	0.6838421596
197	0.6838111172
198	0.6837854762
199	0.6837535198
200	0.6837243182
201	0.6837045318
202	0.6836900833
203	0.6836769069
204	0.6836548477
205	0.683636702
206	0.6836234116
207	0.6836004847
208	0.6835746813
209	0.6835571162
210	0.6835434726
211	0.6835149618
212	0.6834981499
213	0.6834830062
214	0.6834592625
215	0.6834207925
216	0.6834101182
217	0.6833874057
218	0.6833705689
219	0.6833555586
220	0.6833377975
221	0.6833077661
222	0.6832881593
223	0.6832733905
224	0.6832513977
225	0.6832434004
226	0.6832274081
227	0.6832095912
228	0.683183069
229	0.6831618525
230	0.6831510224
231	0.6831363577
232	0.6831205715
233	0.6831001566
234	0.6830842031
235	0.6830537728
236	0.683031996
237	0.683014141
238	0.6829922264
239	0.6829762564
240	0.6829632571
241	0.6829439807
242	0.6829283898
243	0.6828967021
244	0.6828780098
245	0.6828583764
246	0.6828390437
247	0.6828241546
248	0.6828139932
249	0.6828008082
250	0.6827857151
251	0.6827711852
252	0.6827444842
253	0.6827369696
254	0.6827272489
255	0.6827016989
256	0.6826932102
257	0.6826737546
258	0.6826492681
259	0.6826319237
260	0.6826088313
261	0.6825941938
262	0.6825700588
263	0.6825528974
264	0.6825167324
265	0.6824967244
266	0.6824861395
267	0.6824652495
268	0.6824277156
269	0.6824128234
270	0.6823890681
271	0.68237609
272	0.6823505436
273	0.6823377773
274	0.682321932
275	0.6823063565
276	0.6822950189
277	0.6822633164
278	0.6822420994
279	0.6822327246
280	0.6822012025
281	0.6821712349
282	0.6821571937
283	0.6821469558
284	0.6821208349
285	0.6821091235
286	0.6821032718
287	0.6820801889
288	0.6820608058
289	0.6820374395
290	0.6820158269
291	0.6820034397
292	0.6819835485
293	0.6819713128
294	0.6819545126
295	0.6819347283
296	0.6818985914
297	0.6818741849
298	0.6818478798
299	0.6818346017
300	0.6818247689
301	0.6818154562
302	0.6817954401
303	0.6817656063
304	0.6817485944
305	0.6817291456
306	0.6817049679
307	0.6816872319
308	0.6816706777
309	0.681657653
310	0.6816341614
311	0.6816261015
312	0.6816003577
313	0.6815876225
314	0.6815549258
315	0.681539365
316	0.6815250393
317	0.6815080402
318	0.6814899185
319	0.6814777636
320	0.6814489609
321	0.6814276705
322	0.681404211
323	0.6813784942
324	0.6813680614
325	0.6813440934
326	0.6813057826
327	0.6812918851
328	0.6812820267
329	0.68125816
330	0.6812331633
331	0.6812072269
332	0.6811907763
333	0.6811826116
334	0.6811460912
335	0.6811289984
336	0.6811133873
337	0.6810958619
338	0.6810751211
339	0.6810444499
340	0.6810254968
341	0.6810057902
342	0.6809952214
343	0.680973013
344	0.6809438708
345	0.6809358412
346	0.6809106575
347	0.6808809096
348	0.6808630917
349	0.6808377802
350	0.6808125223
351	0.6807891031
352	0.6807718587
353	0.6807463644
354	0.6807233881
355	0.6806954983
356	0.6806807071
357	0.6806587319
358	0.6806188466
359	0.680594632
360	0.6805737271
361	0.6805574018
362	0.6805301886
363	0.6805071509
364	0.6804924323
365	0.6804714093
366	0.6804276498
367	0.6804052164
368	0.6803914687
369	0.6803747765
370	0.6803474226
371	0.6803327508
372	0.6803175131
373	0.6802905521
374	0.6802804508
375	0.6802594853
376	0.6802301596
377	0.6802110712
378	0.6801799477
379	0.6801683583
380	0.68015113
381	0.6801253683
382	0.680111306
383	0.6800850808
384	0.6800598838
385	0.6800386682
386	0.6800039192
387	0.6799826042
388	0.6799550173
389	0.6799257702
390	0.6799108212
391	0.6798754037
392	0.6798493686
393	0.6798250416
394	0.6798063241
395	0.6797824455
396	0.6797621706
397	0.6797306641
398	0.6797243104
399	0.6797129486
400	0.6796952499
401	0.67968038
402	0.6796554146
403	0.6796475423
404	0.6796224099
405	0.6795968447
406	0.6795774394
407	0.6795682217
408	0.6795399692
409	0.6795125325
410	0.6794866217
411	0.6794640449
412	0.6794187468
413	0.6793897484
414	0.6793610837
415	0.6793505492
416	0.6793173038
417	0.679284898
418	0.6792694579
419	0.6792412153
420	0.679233889
421	0.6792168981
422	0.6792017913
423	0.6791908084
424	0.6791545905
425	0.6791397992
426	0.6791178782
427	0.6791049079
428	0.6790730261
429	0.6790491933
430	0.6790370092
431	0.67902501
432	0.6790141346
433	0.6790029973
434	0.6789617123
435	0.6789521605
436	0.6789240176
437	0.6789182314
438	0.6788752872
439	0.6788585684
440	0.6788435999
441	0.6788318418
442	0.6787890739
443	0.6787665292
444	0.6787557987
445	0.6787297548
446	0.6786984277
447	0.6786923302
448	0.6786803363
449	0.678669398
